"","Date_time","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Year","Season","Month","Mean Temperature"
"627",2016-09-28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fall","September",13
"628",2016-09-30,9,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,2,25,2016,"Fall","September",12.9
"629",2016-12-01,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,50,2016,"Fall","December",9.6
"630",2016-12-02,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,21,2016,"Fall","December",9.5
"631",2016-12-05,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,6,52,2016,"Fall","December",9.1
"632",2016-12-07,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,17,2016,"Fall","December",8.8
"633",2016-12-12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,7,39,2016,"Fall","December",8
"634",2016-12-14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,23,2016,"Fall","December",7.6
"635",2016-12-16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,8,2016,"Fall","December",7.5
"636",2016-12-19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,36,2016,"Fall","December",7
"637",2016-12-21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,22,2016,"Winter","December",6.9
"638",2016-12-23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,16,2016,"Winter","December",7.2
"639",2016-12-28,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,12,79,2016,"Winter","December",7
"640",2016-12-30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,31,2016,"Winter","December",7
"641",2017-01-05,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9,56,2017,"Winter","January",6
"642",2017-01-11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,24,2017,"Winter","January",5.4
"643",2017-01-13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,34,2017,"Winter","January",5.5
"644",2017-01-16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,20,2017,"Winter","January",5
"645",2017-01-18,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,2017,"Winter","January",5.1
"646",2017-01-20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,2017,"Winter","January",5.3
"647",2017-01-23,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,92,2017,"Winter","January",5.5
"648",2017-01-25,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,53,2017,"Winter","January",5.6
"649",2017-01-27,56,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,71,2017,"Winter","January",5.8
"650",2017-01-30,110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,128,2017,"Winter","January",5.8
"651",2017-02-01,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,2017,"Winter","February",5.4
"652",2017-02-03,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,45,2017,"Winter","February",5.6
"653",2017-02-06,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,34,2017,"Winter","February",5.4
"654",2017-02-08,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,2017,"Winter","February",5.6
"655",2017-02-10,106,3,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,14,127,2017,"Winter","February",5.9
"656",2017-02-13,104,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,143,2017,"Winter","February",5.7
"657",2017-02-15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,26,2017,"Winter","February",6
"658",2017-02-17,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,43,2017,"Winter","February",5.9
"659",2017-02-20,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,109,2017,"Winter","February",6.6
"660",2017-02-22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,46,2017,"Winter","February",6.5
"661",2017-02-24,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,76,2017,"Winter","February",6.5
"662",2017-02-27,20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,40,2017,"Winter","February",6
"663",2017-03-01,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,2017,"Winter","March",6.2
"664",2017-03-03,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,2017,"Winter","March",6.3
"665",2017-03-05,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24,2017,"Winter","March",6.3
"666",2017-03-07,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,2017,"Winter","March",6.2
"667",2017-03-10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2017,"Winter","March",7.1
"668",2017-03-13,26,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,44,2017,"Winter","March",7.3
"669",2017-03-15,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,49,2017,"Winter","March",7.5
"670",2017-03-17,35,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,60,2017,"Winter","March",7.6
"671",2017-03-20,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,37,2017,"Spring","March",7.6
"672",2017-03-22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,2017,"Spring","March",7.1
"673",2017-03-24,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25,2017,"Spring","March",7.5
"674",2017-03-27,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,2017,"Spring","March",7.8
"675",2017-03-28,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,2017,"Spring","March",7.7
"676",2017-03-31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2017,"Spring","March",8.1
"677",2017-04-03,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,2017,"Spring","April",8.1
"678",2017-04-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2017,"Spring","April",8.6
"679",2017-04-07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2017,"Spring","April",9
"680",2017-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2017,"Spring","April",9.3
"681",2017-04-14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,2017,"Spring","April",9.2
"682",2017-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2017,"Spring","April",9.4
"683",2017-04-21,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,2017,"Spring","April",10.1
"684",2017-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2017,"Spring","April",10.1
"685",2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2017,"Spring","April",10.4
"686",2017-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2017,"Spring","May",10.4
"687",2017-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2017,"Spring","May",11.2
"688",2017-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2017,"Spring","May",12.4
"689",2017-05-17,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2017,"Spring","May",12.5
"690",2017-05-19,NA,NA,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,5,25,2017,"Spring","May",12.7
"691",2017-05-22,NA,NA,NA,NA,27,1,NA,1,NA,NA,NA,NA,NA,1,30,2017,"Spring","May",12.5
"692",2017-05-25,NA,NA,NA,NA,65,NA,NA,1,NA,NA,NA,NA,NA,1,67,2017,"Spring","May",12.8
"693",2017-05-26,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,7,2017,"Spring","May",12.8
"694",2017-05-30,NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,9,109,2017,"Spring","May",13.7
"695",2017-05-31,NA,NA,NA,NA,97,4,1,1,NA,NA,NA,NA,NA,9,112,2017,"Spring","May",13.6
"696",2017-06-01,NA,NA,NA,NA,107,NA,NA,2,NA,NA,NA,NA,NA,20,129,2017,"Spring","June",13.7
"697",2017-06-02,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,4,46,2017,"Spring","June",13.6
"698",2017-06-06,NA,NA,NA,NA,292,3,5,NA,NA,NA,NA,NA,NA,12,312,2017,"Spring","June",13
"699",2017-06-08,NA,NA,NA,NA,284,4,2,3,NA,NA,NA,NA,NA,6,299,2017,"Spring","June",13.2
"700",2017-06-09,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,13,82,2017,"Spring","June",13.3
"701",2017-06-12,NA,NA,NA,NA,203,2,2,NA,NA,NA,NA,NA,NA,4,211,2017,"Spring","June",12.8
"702",2017-06-13,NA,NA,NA,NA,81,1,NA,NA,NA,NA,NA,NA,NA,8,90,2017,"Spring","June",12.5
"703",2017-06-14,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,1,5,32,2017,"Spring","June",12.6
"704",2017-06-16,NA,NA,NA,NA,87,2,NA,1,NA,NA,NA,NA,NA,17,107,2017,"Spring","June",12.7
"705",2017-06-19,NA,NA,NA,NA,122,2,NA,NA,NA,NA,NA,NA,NA,5,129,2017,"Spring","June",13.2
"706",2017-06-21,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,7,84,2017,"Summer","June",13.2
"707",2017-06-23,NA,NA,NA,NA,56,3,NA,NA,NA,NA,NA,NA,NA,15,74,2017,"Summer","June",13.4
"708",2017-06-26,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,6,151,2017,"Summer","June",13.7
"709",2017-06-27,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,5,55,2017,"Summer","June",14
"710",2017-06-28,NA,NA,NA,NA,38,2,NA,1,NA,NA,NA,NA,NA,6,47,2017,"Summer","June",14.3
"711",2017-06-30,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,3,84,2017,"Summer","June",14.3
"712",2017-07-03,NA,NA,NA,NA,136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"Summer","July",14.2
"713",2017-07-05,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,9,45,2017,"Summer","July",14.4
"714",2017-07-07,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,5,31,2017,"Summer","July",14.9
"715",2017-07-10,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,12,58,2017,"Summer","July",14.8
"716",2017-07-12,NA,NA,NA,NA,36,3,NA,NA,NA,NA,NA,NA,NA,5,44,2017,"Summer","July",14.4
"717",2017-07-14,NA,NA,NA,NA,29,NA,NA,NA,1,NA,NA,NA,NA,5,35,2017,"Summer","July",14.5
"718",2017-07-17,NA,NA,NA,NA,32,NA,NA,NA,2,NA,NA,NA,NA,1,35,2017,"Summer","July",14.4
"719",2017-07-19,NA,NA,NA,NA,15,NA,NA,NA,2,NA,NA,1,NA,3,21,2017,"Summer","July",14.3
"720",2017-07-21,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,10,2017,"Summer","July",14.5
"721",2017-07-24,NA,NA,NA,NA,26,1,NA,NA,1,1,NA,NA,NA,5,34,2017,"Summer","July",14.5
"722",2017-07-26,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,4,17,2017,"Summer","July",14.3
"723",2017-07-28,NA,NA,NA,NA,5,1,NA,NA,1,NA,NA,NA,NA,2,9,2017,"Summer","July",14.6
"724",2017-07-31,NA,NA,NA,NA,14,1,NA,NA,3,2,NA,2,NA,3,25,2017,"Summer","July",14.4
"725",2017-08-02,NA,NA,NA,NA,10,NA,NA,NA,1,1,NA,NA,NA,NA,12,2017,"Summer","August",14.3
"726",2017-08-04,NA,NA,NA,NA,3,1,NA,NA,2,2,NA,NA,NA,1,9,2017,"Summer","August",14.3
"727",2017-08-07,NA,NA,NA,NA,9,NA,NA,NA,7,1,NA,NA,NA,1,18,2017,"Summer","August",14.8
"728",2017-08-09,NA,NA,NA,NA,7,NA,NA,NA,7,2,NA,NA,NA,1,17,2017,"Summer","August",14.7
"729",2017-08-11,NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,NA,NA,3,10,2017,"Summer","August",14.7
"730",2017-08-14,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2017,"Summer","August",13.6
"731",2017-08-16,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,3,2017,"Summer","August",12.7
"732",2017-08-18,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,2017,"Summer","August",12.7
"733",2017-08-22,1,NA,NA,NA,7,1,NA,NA,1,NA,NA,NA,NA,NA,10,2017,"Summer","August",12.4
"734",2017-08-23,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2017,"Summer","August",12.4
"735",2017-08-25,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2017,"Summer","August",12.4
"736",2017-08-28,NA,NA,NA,NA,6,1,NA,NA,3,NA,NA,1,NA,NA,11,2017,"Summer","August",12.4
"737",2017-08-30,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2017,"Summer","August",12.4
"738",2017-09-01,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5,2017,"Summer","September",12.3
"739",2017-09-06,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,5,2017,"Summer","September",12.5
"740",2017-09-08,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2017,"Summer","September",12.6
"741",2017-09-11,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2017,"Summer","September",12.5
"742",2017-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2017,"Summer","September",12.6
"743",2017-09-15,2,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,6,2017,"Summer","September",12.6
"744",2017-09-18,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,2017,"Summer","September",12.6
"745",2017-09-20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2017,"Summer","September",12.5
"746",2017-09-22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017,"Fall","September",12.5
"747",2017-09-25,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,2017,"Fall","September",12.4
"748",2017-09-27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,2017,"Fall","September",12.5
"749",2017-09-29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2017,"Fall","September",12.4
"750",2017-10-02,12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,20,2017,"Fall","October",12.4
"751",2017-10-04,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2017,"Fall","October",12.3
"752",2017-10-06,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,2017,"Fall","October",12.2
"753",2017-10-09,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,28,2017,"Fall","October",12
"754",2017-10-11,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,2017,"Fall","October",11.9
"755",2017-10-13,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,2017,"Fall","October",11.6
"756",2017-10-16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2017,"Fall","October",11.4
"757",2017-10-18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2017,"Fall","October",11.5
"758",2017-10-20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,16,2017,"Fall","October",11.3
"759",2017-10-23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,23,2017,"Fall","October",11.3
"760",2017-10-25,36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,11,50,2017,"Fall","October",11.2
"761",2017-10-27,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,76,2017,"Fall","October",11.1
"762",2017-10-31,64,3,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,25,NA,2017,"Fall","October",10.9
"763",2017-11-01,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,22,2017,"Fall","November",10.9
"764",2017-11-03,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,22,2017,"Fall","November",10.7
"765",2017-11-06,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,35,2017,"Fall","November",10.5
"766",2017-11-08,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,21,2017,"Fall","November",10.5
"767",2017-11-09,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,2017,"Fall","November",10.6
"768",2017-11-13,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,26,90,2017,"Fall","November",10.4
"769",2017-11-15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,10,34,2017,"Fall","November",10.2
"770",2017-11-17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,18,2017,"Fall","November",10
"771",2017-11-20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,12,34,2017,"Fall","November",9.8
"772",2017-11-22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,16,58,2017,"Fall","November",9.9
"773",2017-11-27,140,1,1,1,NA,NA,NA,NA,NA,NA,NA,30,1,54,228,2017,"Fall","November",9.7
"774",2017-11-28,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,59,2017,"Fall","November",9.6
"775",2017-11-29,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,30,2017,"Fall","November",9.5
"776",2017-12-01,44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,14,64,2017,"Fall","December",9.2
"777",2017-12-04,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,48,2017,"Fall","December",9
"778",2017-12-06,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,15,2017,"Fall","December",8.7
"779",2017-12-08,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,35,2017,"Fall","December",8.5
"780",2017-12-11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,38,2017,"Fall","December",8.1
"781",2017-12-13,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,21,2017,"Fall","December",7.8
"782",2017-12-15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,9,2017,"Fall","December",7.6
"783",2017-12-18,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,14,56,2017,"Fall","December",7.7
"784",2017-12-20,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,9,26,2017,"Fall","December",7.6
"785",2017-12-22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,13,36,2017,"Winter","December",7.7
"786",2017-12-27,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,36,83,2017,"Winter","December",6.9
"787",2017-12-29,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,30,2017,"Winter","December",7
"788",2018-01-03,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,16,80,2018,"Winter","January",6.8
"789",2018-01-05,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,2018,"Winter","January",6.7
"790",2018-01-08,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,77,2018,"Winter","January",6.6
"791",2018-01-10,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,18,48,2018,"Winter","January",6.9
"792",2018-01-12,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17,74,2018,"Winter","January",7
"793",2018-01-16,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,28,109,2018,"Winter","January",7.3
"794",2018-01-19,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,60,2018,"Winter","January",6.8
"795",2018-01-22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,56,2018,"Winter","January",7
"796",2018-01-24,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,2018,"Winter","January",7.1
"797",2018-01-26,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,55,2018,"Winter","January",7
"798",2018-01-29,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,47,2018,"Winter","January",7
"799",2018-01-31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,21,2018,"Winter","January",7
"800",2018-02-02,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,58,2018,"Winter","February",7.2
"801",2018-02-05,48,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,100,2018,"Winter","February",7.3
"802",2018-02-07,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,39,2018,"Winter","February",7.4
"803",2018-02-09,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,62,2018,"Winter","February",7.4
"804",2018-02-12,49,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,102,2018,"Winter","February",7.4
"805",2018-02-14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,37,2018,"Winter","February",7.1
"806",2018-02-16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,2018,"Winter","February",6.9
"807",2018-02-19,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,27,2018,"Winter","February",7
"808",2018-02-22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,21,2018,"Winter","February",6.9
"809",2018-02-26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,2018,"Winter","February",6.7
"810",2018-02-28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2018,"Winter","February",6.8
"811",2018-03-02,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,2018,"Winter","March",6.9
"812",2018-03-05,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27,2018,"Winter","March",6.9
"813",2018-03-07,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,2018,"Winter","March",6.8
"814",2018-03-09,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,2018,"Winter","March",7.1
"815",2018-03-12,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,43,2018,"Winter","March",7.2
"816",2018-03-14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18,2018,"Winter","March",7.3
"817",2018-03-16,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,22,2018,"Winter","March",7.4
"818",2018-03-19,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,2018,"Winter","March",8.1
"819",2018-03-23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,43,2018,"Spring","March",8.3
"820",2018-03-26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,2018,"Spring","March",8.3
"821",2018-03-28,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,2018,"Spring","March",8.6
"822",2018-03-30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2018,"Spring","March",8.6
"823",2018-04-02,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,2018,"Spring","April",8.7
"824",2018-04-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2018,"Spring","April",8.6
"825",2018-04-06,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,2018,"Spring","April",8.9
"826",2018-04-09,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,2018,"Spring","April",9.5
"827",2018-04-11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,21,2018,"Spring","April",9.7
"828",2018-04-13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2018,"Spring","April",9.3
"829",2018-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2018,"Spring","April",9.6
"830",2018-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2018,"Spring","April",9.7
"831",2018-04-23,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2018,"Spring","April",10
"832",2018-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2018,"Spring","April",10.1
"833",2018-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2018,"Spring","May",11.6
"834",2018-05-09,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2018,"Spring","May",11.8
"835",2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2018,"Spring","May",12.1
"836",2018-05-14,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,3,16,2018,"Spring","May",12.2
"837",2018-05-16,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1,3,15,2018,"Spring","May",12.4
"838",2018-05-18,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,1,3,30,2018,"Spring","May",13.1
