Date,SUMMER.STEELHEAD_Hatchery,SUMMER.STEELHEAD_Wild,SUMMER.STEELHEAD_RM,SUMMER.STEELHEAD_LM,SPRING.CHINOOK_Hachery,SPRING.CHINOOK_Wild,SPRING.CHINOOK_RM,SPRING.CHINOOK_LM,Sockeye_NoMark,Sockeye_RM,Sockeye_LM,Fall.Chinook,Bull.Trout,Rainbow.Trout,Total,Year,Season,Month
2016-08-29,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,6,2016,Summer,August
2016-08-31,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,7,2016,Summer,August
2016-09-02,NA,NA,NA,NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,6,2016,Summer,September
2016-09-07,NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,NA,NA,2,14,2016,Summer,September
2016-09-09,1,NA,NA,NA,1,NA,NA,NA,8,NA,NA,1,NA,1,12,2016,Summer,September
2016-09-12,2,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,10,2016,Summer,September
2016-09-14,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,8,2016,Summer,September
2016-09-16,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2016,Summer,September
2016-09-19,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,8,2016,Summer,September
2016-09-21,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,6,11,2016,Summer,September
2016-09-23,4,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,4,14,2016,Fall,September
2016-09-27,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,12,2016,Fall,September
2016-09-28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Fall,September
2016-09-30,9,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,2,25,2016,Fall,September
2016-12-01,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,50,2016,Fall,December
2016-12-02,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,21,2016,Fall,December
2016-12-05,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,6,52,2016,Fall,December
2016-12-07,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,17,2016,Fall,December
2016-12-12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,7,39,2016,Fall,December
2016-12-14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,23,2016,Fall,December
2016-12-16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,8,2016,Fall,December
2016-12-19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,36,2016,Fall,December
2016-12-21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,22,2016,Winter,December
2016-12-23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,16,2016,Winter,December
2016-12-28,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,12,79,2016,Winter,December
2016-12-30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,31,2016,Winter,December
2017-01-05,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9,56,2017,Winter,January
2017-01-11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,24,2017,Winter,January
2017-01-13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,34,2017,Winter,January
2017-01-16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,20,2017,Winter,January
2017-01-18,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,2017,Winter,January
2017-01-20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,2017,Winter,January
2017-01-23,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,92,2017,Winter,January
2017-01-25,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,53,2017,Winter,January
2017-01-27,56,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,71,2017,Winter,January
2017-01-30,110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,128,2017,Winter,January
2017-02-01,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,2017,Winter,February
2017-02-03,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,45,2017,Winter,February
2017-02-06,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,34,2017,Winter,February
2017-02-08,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,2017,Winter,February
